GENDER,MARSTAT,PC,MOVE,HEALTH,NEWSPAP,CLUB,POLITICS,JOBLEVEL,EDUCAT,OWNHOUSE,URBAN,AGE3,AGE13,REGION,PHONE,HOUSEVAL,PNONNAT1,PNONNAT2,SOCALL,DISABALL,UNEMPALL,ALLOWAN,HASJOB,NONNATIV,EMPLOYED,RELIGION,MARRIED,CHILDREN,HHSIZE,HHTYPE,KEYNUM,ETHNIC,RESP1,RESULT,RESPONSE,PROB,POPWGT
1,2,,,,,,,,,,4,2,12,24,1,8,3,3,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,0,0,0.71493,384.57
2,2,1,4,2,2,2,2,20,45,2,1,2,10,25,1,3,7,7,0,0,0,0,0,1,3,1,1,1,5,3,**,4,1,1,1,0.56867,394.02
1,2,,,,,,,,,,4,2,9,22,0,5,2,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.61664,404.23
2,1,1,4,1,1,2,2,2,30,1,3,1,5,23,1,5,3,2,0,0,0,0,1,0,1,1,0,1,3,4,**,0,1,1,1,0.69352,363.16
2,1,1,5,1,2,1,3,4,50,1,4,1,6,23,1,6,2,1,0,0,0,0,1,0,1,3,0,1,3,4,**,0,0,1,1,0.59428,374.53
2,3,,,,,,,,,,5,3,17,21,1,7,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.59259,388.29
1,2,2,1,2,1,2,4,4,35,1,5,2,12,24,1,8,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,0,1,1,0.70764,391.88
2,2,1,1,4,2,2,2,20,10,2,4,1,8,22,0,5,3,2,0,0,0,0,0,0,3,1,1,1,4,3,**,0,1,1,1,0.60988,375.91
1,1,1,1,2,1,2,2,2,45,1,2,1,6,23,1,6,2,1,0,0,0,0,1,0,1,1,0,1,3,3,**,0,0,1,1,0.52019,364.78
1,2,,,,,,,,,,3,2,10,24,1,9,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.72724,409.22
2,2,1,2,2,1,1,2,4,40,1,2,2,12,23,0,6,2,1,0,0,0,0,1,0,1,1,1,0,2,2,**,0,0,1,1,0.48618,370.03
2,2,2,1,4,2,2,2,20,10,2,2,3,15,23,1,5,1,1,0,0,0,0,0,0,3,1,1,0,2,2,**,0,0,1,1,0.61799,397.56
2,3,2,1,2,1,1,2,20,35,1,3,3,16,24,1,6,2,1,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.61959,394.53
2,1,,,,,,,,,,1,2,9,25,1,4,1,1,0,0,0,0,1,1,3,,0,0,2,2,**,2,0,3,0,0.41586,377.79
1,2,1,1,2,1,2,3,2,10,2,4,3,14,21,1,6,4,3,0,0,0,0,1,0,1,3,1,1,3,3,**,0,0,1,1,0.68275,405.31
2,2,,,,,,,,,,2,3,13,21,1,2,2,1,0,1,0,1,0,0,3,,1,0,1,1,**,0,0,2,0,0.62021,373.12
1,2,,,,,,,,,,4,2,10,23,1,7,1,1,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,0,0,0.70368,411.35
2,2,,,,,,,,,,3,2,11,23,0,5,5,4,0,0,0,0,1,1,3,,1,1,4,3,**,1,0,4,0,0.39018,372.85
2,1,,,,,,,,,,1,1,8,25,1,6,1,1,0,0,0,0,0,0,3,,0,0,2,2,**,0,0,0,0,0.43098,386.64
2,2,,,,,,,,,,5,3,15,22,1,4,2,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.72051,380.44
1,2,,,,,,,,,,4,3,16,23,0,9,2,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.49218,371.85
1,1,,,,,,,,,,5,2,9,23,1,6,1,1,0,0,0,0,1,0,3,,0,1,3,3,**,0,0,3,0,0.57922,381.70
2,1,2,1,1,1,1,2,6,50,1,2,1,8,24,1,7,1,1,0,0,0,0,1,0,1,3,0,0,2,2,**,0,1,1,1,0.63579,367.05
2,1,,,,,,,,,,4,1,6,23,1,11,1,1,0,0,0,0,0,0,3,,0,1,4,3,**,0,0,2,0,0.56733,406.92
1,2,1,1,2,1,1,1,8,50,1,2,3,13,24,1,4,3,2,0,0,0,0,1,0,1,2,1,1,3,3,**,0,1,1,1,0.63467,358.75
1,2,1,2,2,1,2,1,4,40,1,2,1,8,23,1,6,2,1,0,0,0,0,1,1,1,1,1,1,4,3,**,4,1,1,1,0.65025,401.09
2,3,1,1,2,1,1,1,20,30,2,2,3,14,23,1,6,1,1,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.52511,374.57
1,1,,,,,,,,,,1,1,7,25,1,8,5,2,0,0,0,0,1,0,3,,0,0,2,2,**,0,0,2,0,0.43108,431.20
1,2,,,,,,,,,,3,3,14,23,1,6,2,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,2,0,0.64097,407.61
1,2,2,1,2,2,2,3,4,10,1,5,1,8,24,1,7,1,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,1,1,1,0.71463,400.57
2,1,2,4,2,2,2,2,6,50,2,2,1,8,22,1,2,5,4,0,0,0,0,1,0,1,1,0,0,1,1,**,0,1,1,1,0.63905,376.37
1,1,1,4,1,1,2,3,4,45,1,3,1,7,24,1,6,2,2,0,0,0,0,1,0,1,2,0,1,3,3,**,0,0,1,1,0.60892,383.33
1,2,,,,,,,,,,3,2,9,22,0,6,2,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.58786,419.44
2,1,2,1,1,1,2,1,20,60,2,1,3,17,25,1,6,2,1,0,0,0,0,0,0,3,3,0,0,1,1,**,0,1,1,1,0.38814,357.23
2,2,,,,,,,,,,1,2,11,23,1,11,5,1,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.62752,394.36
2,2,2,1,4,1,2,2,20,40,2,2,3,16,23,1,6,2,1,0,0,0,0,0,1,3,1,1,0,2,2,**,2,1,1,1,0.56368,392.41
1,2,,,,,,,,,,4,2,9,23,1,11,1,1,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.66572,353.72
1,2,1,1,1,1,1,3,6,45,1,3,2,10,21,1,9,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,0,1,1,0.72138,378.02
2,2,1,1,2,2,2,4,20,10,2,2,2,12,23,0,6,3,3,0,0,0,0,1,1,3,4,1,1,5,3,**,1,1,1,1,0.37755,375.67
2,2,2,1,2,1,2,2,20,40,1,3,1,8,24,1,7,1,1,0,0,0,0,0,0,3,1,1,1,5,3,**,0,1,1,1,0.73760,337.00
2,2,,,,,,,,,,4,3,14,24,1,7,2,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.68296,386.36
2,2,1,1,2,1,1,4,20,45,1,5,2,12,23,1,9,1,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.61086,363.79
1,1,,,,,,,,,,3,1,6,23,1,4,3,1,0,0,0,0,1,0,3,,0,0,2,2,**,0,0,3,0,0.55457,401.61
1,1,1,2,1,1,1,3,6,50,1,1,1,8,25,1,8,4,1,0,0,0,0,1,0,1,1,0,0,2,2,**,0,1,1,1,0.44782,386.61
1,2,,,,,,,,,,5,1,7,24,1,6,1,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.70888,365.31
1,1,2,2,3,2,1,1,2,10,1,2,1,6,22,0,5,4,2,0,0,0,0,1,0,1,1,0,0,2,2,**,0,1,1,1,0.47681,384.87
2,1,,,,,,,,,,2,1,7,23,0,8,2,1,0,0,0,0,1,1,3,,0,0,1,1,**,2,0,3,0,0.39113,376.38
1,2,,,,,,,,,,1,2,11,25,0,5,3,2,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,0,0,0.40767,371.02
1,2,1,1,1,1,2,2,6,50,1,3,2,9,22,1,6,1,1,0,0,0,0,1,0,1,3,1,1,5,3,**,0,1,1,1,0.74653,392.53
2,2,,,,,,,,,,2,2,11,24,0,4,2,1,0,0,0,0,0,0,3,,1,1,3,3,**,0,0,3,0,0.51637,392.85
2,2,1,5,2,1,1,3,8,45,2,5,1,8,24,1,6,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.76443,368.52
2,2,,,,,,,,,,5,2,12,21,0,4,1,1,0,0,0,0,0,0,3,,1,1,3,3,**,0,0,3,0,0.53740,370.50
1,2,,,,,,,,,,2,3,16,23,1,5,1,1,0,0,0,0,0,0,3,,1,1,3,3,**,0,0,2,0,0.57605,388.77
2,2,,,,,,,,,,1,2,10,25,1,6,1,1,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.53796,393.88
2,3,,,,,,,,,,5,3,17,24,1,6,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.59966,371.63
2,4,2,1,2,2,2,2,6,50,2,3,2,9,24,0,5,2,2,0,0,0,0,1,0,1,1,0,1,4,4,**,0,1,1,1,0.58411,372.61
1,2,,,,,,,,,,1,2,11,25,1,2,6,5,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,2,0,0.48855,410.88
2,2,1,1,1,1,2,1,2,50,1,2,2,10,23,1,6,2,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.67630,360.54
1,2,,,,,,,,,,4,3,15,24,0,6,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.56185,397.23
1,2,2,1,4,1,1,2,20,35,1,5,3,17,22,1,6,2,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.65241,351.45
2,2,,,,,,,,,,5,1,8,24,1,9,1,1,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,3,0,0.78681,407.12
2,4,,,,,,,,,,2,3,14,24,1,3,5,4,1,0,0,1,0,0,3,,0,0,2,2,**,0,0,4,0,0.58781,358.85
1,2,,,,,,,,,,5,3,17,22,1,7,2,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.65241,384.12
1,1,,,,,,,,,,4,1,8,24,0,3,2,1,0,0,0,0,1,0,3,,0,1,4,3,**,0,0,3,0,0.54706,396.17
2,1,,,,,,,,,,1,1,7,25,1,4,1,1,0,0,0,0,1,0,3,,0,1,3,3,**,0,0,0,0,0.44707,368.44
2,2,,,,,,,,,,4,2,12,22,1,7,1,1,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.67713,380.89
1,2,,,,,,,,,,1,1,8,25,1,8,2,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.48138,354.86
2,1,1,1,2,2,1,4,4,45,1,2,1,7,23,1,6,3,2,0,0,1,1,1,1,1,1,0,0,2,2,**,4,1,1,1,0.55837,403.83
2,2,,,,,,,,,,5,2,12,23,1,5,3,2,0,0,0,0,0,0,3,,1,1,3,3,**,0,0,3,0,0.60133,364.84
1,2,2,1,3,2,2,3,20,10,2,5,3,15,23,1,6,1,1,1,0,0,1,0,0,3,5,1,0,2,2,**,0,1,1,1,0.63959,381.85
2,2,2,1,2,2,1,3,20,10,1,4,2,11,23,1,5,1,1,0,0,0,0,0,0,3,2,1,1,3,3,**,0,0,1,1,0.59905,366.26
2,4,,,,,,,,,,3,3,14,24,0,4,7,1,0,0,0,0,0,1,3,,0,0,2,2,**,2,0,3,0,0.44422,403.78
1,2,,,,,,,,,,4,1,8,24,1,6,1,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.70365,346.34
2,2,,,,,,,,,,2,3,16,22,1,2,4,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.67258,347.81
1,4,2,2,2,1,2,2,8,60,1,2,3,14,24,1,7,1,1,0,0,0,0,1,0,1,2,0,0,1,1,**,0,1,1,1,0.60330,361.28
1,1,,,,,,,,,,3,1,6,24,0,6,4,1,0,0,0,0,1,0,3,,0,1,3,3,**,0,0,3,0,0.48686,408.39
1,1,2,2,2,2,2,1,4,10,1,3,2,10,24,1,7,1,1,0,0,0,0,0,0,1,1,0,1,3,3,**,0,1,1,1,0.58539,362.58
1,1,1,1,2,1,1,2,4,45,2,2,1,7,23,1,2,4,3,0,0,0,0,1,0,1,2,0,0,2,2,**,0,1,1,1,0.53345,352.02
1,2,1,1,2,1,1,3,2,30,1,4,2,9,23,1,9,1,1,0,0,0,0,1,0,1,3,1,0,2,2,**,0,1,1,1,0.63981,373.79
2,1,2,1,1,2,2,2,20,35,2,4,1,7,22,1,10,1,1,0,0,0,0,1,0,2,1,0,1,3,3,**,0,1,1,1,0.63916,346.26
1,2,,,,,,,,,,2,3,14,23,1,6,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,4,0,0.57638,361.99
2,2,1,1,2,1,1,2,20,30,1,5,2,12,24,1,6,1,1,0,0,0,0,0,0,2,2,1,1,3,3,**,0,1,1,1,0.65956,416.05
2,3,1,1,2,1,2,2,20,30,1,1,2,12,21,1,5,4,2,0,0,0,0,0,0,3,1,0,1,3,4,**,0,1,1,1,0.57154,398.66
2,2,,,,,,,,,,1,1,7,25,1,4,3,2,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.53386,387.92
2,4,1,1,2,1,2,4,4,45,2,4,2,9,23,0,6,5,2,0,0,0,0,1,1,1,5,0,1,5,3,**,4,1,1,1,0.53190,360.40
1,2,,,,,,,,,,1,2,9,25,1,4,6,5,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,0,0,0.54318,357.99
1,3,2,1,2,1,2,3,20,35,2,5,3,17,23,1,6,1,1,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.51221,373.48
2,2,,,,,,,,,,2,2,10,23,1,5,4,2,0,0,0,0,0,1,3,,1,1,4,3,**,4,0,0,0,0.63627,373.67
2,2,1,2,4,1,1,2,2,35,1,4,1,8,22,0,5,1,1,0,0,1,1,1,0,1,1,1,1,3,3,**,0,0,1,1,0.61439,394.78
2,2,1,4,2,2,2,3,1,35,1,1,2,10,23,1,8,1,1,0,0,0,0,1,0,1,1,1,1,3,3,**,0,1,1,1,0.65760,394.70
1,2,,,,,,,,,,3,3,16,23,1,6,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.60943,374.96
1,2,2,1,1,1,1,2,4,45,1,2,2,9,23,1,6,2,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.64213,392.84
2,3,,,,,,,,,,5,3,16,23,1,3,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.58335,410.47
2,2,2,5,2,2,2,3,20,45,2,3,1,7,23,0,6,5,5,0,0,0,0,0,0,3,5,1,1,4,3,**,0,1,1,1,0.52610,385.16
2,1,,,,,,,,,,1,1,7,23,1,6,1,1,0,0,0,0,1,0,3,,0,0,2,2,**,0,0,0,0,0.57663,398.29
1,1,,,,,,,,,,2,1,7,22,0,4,2,1,1,0,0,1,1,1,3,,0,1,3,3,**,4,0,3,0,0.46908,397.09
1,2,,,,,,,,,,3,3,17,23,1,6,2,2,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.56516,361.65
2,2,,,,,,,,,,5,3,17,21,1,5,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.66529,370.62
2,2,2,4,1,1,2,4,20,45,1,3,1,8,23,1,5,1,1,0,0,1,1,1,0,2,1,1,1,3,3,**,0,1,1,1,0.66229,359.07
1,2,,,,,,,,,,2,2,12,24,1,7,1,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.63001,386.07
1,4,1,1,2,1,2,1,4,45,1,2,2,10,21,1,5,2,1,0,0,0,0,1,0,1,1,0,0,1,1,**,0,1,1,1,0.60499,374.18
2,2,,,,,,,,,,1,2,11,25,1,10,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,0,0,0.48145,364.39
1,2,,,,,,,,,,3,2,11,24,1,3,5,1,0,0,0,0,0,1,3,,1,1,4,3,**,2,0,4,0,0.62248,394.02
1,2,1,2,1,1,2,4,4,45,1,2,2,10,23,1,6,1,1,0,0,0,0,1,0,1,1,1,1,4,3,**,0,1,1,1,0.65293,413.90
2,2,2,1,4,1,1,2,20,10,2,5,3,17,21,1,2,1,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.66529,404.36
2,3,,,,,,,,,,4,2,12,22,0,6,2,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.45808,375.31
2,2,2,1,2,1,1,3,20,45,1,3,3,13,23,1,8,1,1,0,0,0,0,0,0,3,2,1,1,3,3,**,0,1,1,1,0.58225,376.33
2,3,2,4,4,1,2,4,20,10,2,2,3,17,22,1,4,3,1,0,0,0,0,0,0,3,3,0,0,1,1,**,0,1,1,1,0.55596,389.91
1,2,2,2,2,1,2,4,2,10,1,2,1,8,23,1,5,1,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,0,1,1,0.61544,380.89
1,1,1,4,2,2,1,3,20,45,2,1,1,7,21,1,2,4,3,1,0,0,1,0,0,3,1,0,0,2,2,**,0,1,1,1,0.56261,373.63
2,2,1,1,1,1,2,2,2,45,1,3,1,8,24,1,6,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.74613,379.09
2,4,1,1,3,2,1,2,20,40,2,3,3,13,24,1,6,3,1,0,0,0,0,0,1,3,1,0,0,1,1,**,2,1,1,1,0.52865,362.26
2,2,,,,,,,,,,3,2,12,23,1,7,2,1,0,1,0,1,1,0,3,,1,1,3,3,**,0,0,3,0,0.61898,397.30
2,2,1,1,5,1,2,3,20,10,2,3,1,7,23,1,7,1,1,0,1,0,1,0,0,3,1,1,0,2,2,**,0,1,1,1,0.61591,372.95
2,1,1,4,4,2,1,2,8,60,2,1,1,8,25,0,3,5,4,0,0,0,0,0,0,1,3,0,0,1,1,**,0,1,1,1,0.31778,368.16
2,1,1,4,2,2,1,3,2,50,2,2,1,6,22,1,3,6,5,0,0,0,0,1,0,1,3,0,0,2,2,**,0,1,1,1,0.62107,353.68
1,1,,,,,,,,,,1,1,7,25,1,2,5,3,0,0,0,0,1,0,3,,0,0,1,1,**,0,0,3,0,0.43008,410.79
2,2,,,,,,,,,,2,2,10,23,1,6,1,1,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.63728,356.48
1,2,1,1,2,2,1,2,6,45,1,3,2,11,24,1,7,2,1,0,0,0,0,1,0,1,2,1,1,3,3,**,0,1,1,1,0.67136,375.83
2,3,,,,,,,,,,3,3,17,23,1,8,1,1,0,0,0,0,0,0,3,,0,1,3,3,**,0,0,3,0,0.50471,378.34
1,2,2,1,2,1,2,1,20,50,2,3,3,17,22,1,6,3,2,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.62963,393.85
2,2,2,1,2,1,1,3,20,30,1,5,3,15,21,1,5,1,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.71083,376.22
1,2,2,1,2,1,2,1,20,45,1,2,3,15,24,1,6,2,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.65169,353.55
2,4,2,1,2,1,2,2,20,50,1,2,3,17,24,1,8,1,1,0,0,0,0,0,0,3,2,0,1,2,4,**,0,1,1,1,0.54608,358.00
1,1,1,1,1,1,2,2,8,60,1,2,2,9,22,0,7,1,1,0,0,0,0,1,0,1,1,0,1,4,3,**,0,1,1,1,0.51570,365.26
1,2,,,,,,,,,,4,2,11,22,1,6,1,1,0,0,0,0,1,0,3,,1,0,2,2,**,0,0,3,0,0.68532,403.33
2,2,1,1,1,1,1,1,4,45,1,5,2,9,21,1,5,1,1,0,0,0,0,1,0,1,1,1,1,5,3,**,0,1,1,1,0.77496,365.40
1,1,1,1,1,2,2,3,2,45,2,4,1,5,23,0,5,1,1,0,0,0,0,1,0,1,1,0,1,3,3,**,0,1,1,1,0.53589,359.63
2,2,,,,,,,,,,2,1,8,24,1,7,2,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.69539,410.98
2,3,,,,,,,,,,2,3,17,24,0,3,2,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.43157,380.64
2,2,,,,,,,,,,1,1,7,23,1,6,3,2,1,1,0,1,0,0,3,,1,0,2,2,**,0,0,3,0,0.60919,377.94
2,1,1,2,2,1,1,2,20,50,2,2,1,6,24,0,5,4,1,0,0,0,0,1,0,2,1,0,0,1,1,**,0,1,1,1,0.49744,388.62
2,2,1,1,4,1,1,2,20,45,1,5,2,9,21,1,4,1,1,0,0,0,0,0,0,3,1,1,1,5,3,**,0,1,1,1,0.74332,406.88
1,3,2,2,5,2,2,4,20,10,2,1,3,17,23,1,2,1,1,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.48038,389.79
1,2,1,1,2,2,1,2,4,35,1,4,1,8,22,1,5,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.73052,367.89
1,2,2,1,2,1,1,1,2,30,1,2,1,7,22,1,5,3,2,0,0,0,0,1,0,1,2,1,0,2,2,**,0,1,1,1,0.67056,347.39
2,1,1,4,1,2,2,4,4,45,1,4,1,6,23,1,6,2,1,0,0,0,0,1,1,1,1,0,1,4,3,**,4,1,1,1,0.60822,374.79
2,2,1,1,2,1,1,3,20,40,1,5,2,9,24,1,11,1,1,0,0,0,0,0,0,3,2,1,1,5,3,**,0,1,1,1,0.74888,391.83
2,2,,,,,,,,,,5,3,14,21,1,3,3,1,0,0,0,0,0,1,3,,1,0,2,2,**,2,0,3,0,0.65383,360.36
1,4,,,,,,,,,,1,1,8,25,0,3,7,6,0,0,0,0,1,1,3,,0,0,1,1,**,1,0,2,0,0.20048,380.98
1,1,,,,,,,,,,2,3,13,24,1,2,5,3,0,1,0,1,1,0,3,,0,0,1,1,**,0,0,3,0,0.56954,378.95
1,2,,,,,,,,,,1,3,14,23,1,7,1,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.62511,387.17
2,2,,,,,,,,,,3,3,14,24,1,5,3,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,0,0,0.68168,383.49
2,2,2,2,3,1,2,2,20,10,1,2,3,14,24,1,6,5,2,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.65996,398.13
1,2,1,1,1,1,1,2,6,50,1,3,2,9,24,1,11,3,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.71775,374.36
1,2,1,5,2,1,2,2,20,60,1,1,3,16,25,1,9,4,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.48378,393.95
1,2,,,,,,,,,,2,3,13,23,0,2,7,6,0,1,0,1,0,1,3,,1,1,4,3,**,1,0,4,0,0.29179,396.40
2,2,,,,,,,,,,4,2,11,21,1,4,3,3,0,0,0,0,0,0,3,,1,1,4,3,**,0,0,3,0,0.68498,376.05
2,2,,,,,,,,,,4,3,17,21,1,3,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.64424,353.97
1,2,,,,,,,,,,4,2,11,23,0,6,2,1,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.49696,403.85
1,3,2,1,3,1,2,2,20,50,2,1,3,17,25,0,4,5,3,0,0,0,0,0,0,3,5,0,0,1,1,**,0,1,1,1,0.26075,371.64
2,2,,,,,,,,,,2,1,8,22,0,3,5,4,0,0,0,0,1,1,3,,1,1,3,3,**,4,0,3,0,0.58836,406.96
1,2,1,2,2,1,2,2,20,45,2,2,2,10,22,1,6,4,2,0,0,0,0,0,0,3,1,1,1,4,3,**,0,1,1,1,0.67419,387.03
1,2,,,,,,,,,,2,2,10,21,1,3,5,3,0,0,0,0,1,0,3,,1,1,3,3,**,0,0,3,0,0.66788,404.08
1,2,1,2,2,1,1,2,4,50,1,4,2,10,22,1,9,1,1,0,0,0,0,1,0,1,5,1,1,5,3,**,0,0,1,1,0.75646,380.76
2,4,1,2,2,1,1,1,8,60,2,3,2,11,23,1,6,1,1,0,0,0,0,0,1,1,1,0,1,3,3,**,2,0,1,1,0.47307,358.88
1,2,,,,,,,,,,2,3,15,23,1,6,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,2,0,0.59295,339.40
2,2,1,1,2,1,1,2,6,50,1,4,2,11,23,1,7,1,1,0,0,0,0,1,1,1,1,1,1,5,3,**,4,1,1,1,0.70127,394.94
1,2,,,,,,,,,,5,1,8,22,1,3,2,2,0,0,0,0,1,0,3,,1,1,4,3,**,0,0,3,0,0.74846,391.72
2,2,,,,,,,,,,3,2,11,23,1,8,2,1,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,0,0,0.70095,349.95
2,3,,,,,,,,,,2,3,14,23,1,7,2,2,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,0,0,0.52511,373.66
2,4,2,1,4,2,1,2,2,10,2,2,2,12,21,1,2,1,1,0,0,0,0,1,0,1,3,0,0,1,1,**,0,1,1,1,0.58308,382.41
2,2,,,,,,,,,,5,2,10,22,1,7,1,1,0,0,0,0,1,0,3,,1,1,5,3,**,0,0,3,0,0.79107,397.78
2,2,2,4,2,2,2,2,20,45,2,2,3,16,23,1,7,2,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.61097,391.23
2,4,,,,,,,,,,1,2,12,25,0,3,1,1,0,0,0,0,1,1,3,,0,0,1,1,**,1,0,4,0,0.18745,377.74
1,1,2,1,1,2,1,4,20,35,2,3,1,6,21,1,3,1,1,1,0,0,1,0,0,3,1,0,0,2,2,**,0,1,1,1,0.56632,378.42
2,2,1,1,1,2,1,2,4,35,1,3,2,9,22,1,7,1,1,0,0,0,0,0,0,1,3,1,1,4,3,**,0,1,1,1,0.70747,386.88
1,2,1,2,2,2,1,1,1,45,1,5,2,9,24,1,7,1,1,0,0,0,0,1,0,1,2,1,1,4,3,**,0,1,1,1,0.73737,358.42
2,3,1,1,3,1,2,1,20,30,1,3,3,16,23,1,6,1,1,0,0,0,0,0,0,3,3,0,0,1,1,**,0,0,1,1,0.55910,396.10
2,2,1,1,2,1,2,1,20,50,1,3,3,17,24,1,8,2,1,0,0,0,0,0,0,3,2,1,0,2,2,**,0,1,1,1,0.64960,376.36
2,1,,,,,,,,,,3,1,6,24,0,3,4,1,0,0,0,0,0,0,3,,0,1,3,3,**,0,0,0,0,0.46980,393.49
2,4,2,1,3,2,1,2,20,30,2,3,3,14,24,0,3,3,1,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.49179,395.15
1,2,1,1,2,1,1,1,6,60,1,1,2,11,25,1,9,3,2,0,0,0,0,1,0,1,1,1,1,4,3,**,0,0,1,1,0.52709,373.71
1,2,2,1,3,2,2,3,20,10,2,3,3,17,22,0,4,2,1,0,0,0,0,0,0,3,3,1,0,2,2,**,0,1,1,1,0.51213,371.66
1,1,,,,,,,,,,1,3,15,25,0,2,4,1,0,0,0,0,0,1,3,,0,0,2,2,**,2,0,3,0,0.26487,349.00
2,3,,,,,,,,,,3,3,17,22,1,8,1,1,0,0,0,0,0,0,3,,0,0,1,1,**,0,0,3,0,0.58010,372.33
1,2,,,,,,,,,,3,3,16,23,1,6,1,1,0,0,0,0,0,0,3,,1,0,2,2,**,0,0,3,0,0.60943,364.10
1,3,2,3,2,1,2,2,20,10,2,5,3,17,23,0,4,2,1,0,0,0,0,0,1,3,3,0,0,2,2,**,2,1,1,1,0.34878,329.08
2,3,2,1,2,2,1,2,20,10,2,2,3,16,23,1,4,2,1,0,0,0,0,0,0,3,2,0,0,1,1,**,0,1,1,1,0.53472,418.32
1,4,2,4,1,2,1,3,2,30,1,1,2,10,23,1,4,5,4,0,0,0,0,1,0,1,3,0,0,1,1,**,0,1,1,1,0.56842,374.49
